Step,AgentID,ID,Type,Zone,CurrentZone,SES,ThreatScore,CopingScore,Action,Influenced,EarlyEvacuated,SocialNetwork,Longitude,Latitude
7,44,44,agent,Randwyck,SafeZone,high,2.75,2.0,evacuate,True,True,3,636731.1494287844,6592046.35182481
7,45,45,agent,Randwyck,SafeZone,high,3.25,2.5,evacuate,True,True,3,637309.9688676279,6592108.902665205
7,46,46,agent,Heugem,SafeZone,high,4.25,3.0,evacuate,True,True,3,636711.645485889,6592473.603707
7,47,47,agent,Heugem,Heugem,high,3.75,4.0,mitigate,False,False,3,635090.7337248038,6591545.5692489045
7,48,48,agent,Randwyck,Randwyck,high,2.0,3.0,do_nothing,False,False,3,635264.6294767185,6591896.404579639
7,49,49,agent,Randwyck,SafeZone,high,2.75,2.0,evacuate,True,True,3,637006.1163259365,6591876.950979906
7,50,50,agent,Randwyck,SafeZone,high,3.25,2.5,evacuate,True,True,3,637279.603776249,6591764.656342428
7,51,51,agent,Heugem,SafeZone,high,4.25,3.0,evacuate,True,True,3,637481.8009293255,6592076.2875817865
7,52,52,agent,Heugem,Heugem,high,3.75,4.0,mitigate,False,False,3,635326.4420231463,6591050.215495074
7,53,53,agent,Randwyck,Randwyck,high,2.0,3.0,do_nothing,False,False,3,635032.5313932224,6591771.377346377
7,54,54,agent,Heugemerveld,Heugemerveld,high,4.5,3.5,mitigate,False,False,4,635713.3448597224,6593756.8500563605
7,55,55,agent,Randwyck,Randwyck,medium,3.25,5.0,mitigate,False,False,3,635171.877469783,6591765.34376616
7,56,56,agent,Heugemerveld,SafeZone,medium,5.0,1.0,evacuate,True,True,4,636925.6608681282,6592650.885974936
7,57,57,agent,Randwyck,SafeZone,medium,3.25,3.0,evacuate,True,True,3,636625.3974548118,6592577.413092977
7,58,58,agent,Randwyck,SafeZone,high,3.25,1.0,evacuate,True,True,3,637065.7089002769,6591830.993510208
7,59,59,agent,Randwyck,SafeZone,high,3.0,3.0,evacuate,True,True,3,637160.9561498557,6591682.190583155
7,60,60,agent,Heugem,SafeZone,medium,3.75,1.0,evacuate,True,True,3,636707.4351490884,6592047.878090138
7,61,61,agent,Heugem,SafeZone,medium,4.25,3.0,evacuate,True,True,3,637127.3662960809,6592119.7123917015
7,62,62,agent,Randwyck,Randwyck,high,2.0,3.0,do_nothing,False,False,3,635274.816095238,6591877.407289405
7,63,63,agent,Randwyck,Randwyck,high,2.0,3.0,do_nothing,False,False,3,634907.2263085749,6592093.70176958
7,64,64,agent,Randwyck,Randwyck,high,3.0,5.0,mitigate,False,False,3,634996.4921472904,6591807.569813439
7,65,65,agent,Randwyck,Randwyck,high,2.0,5.0,do_nothing,False,False,3,634963.5496316125,6592048.5201038355
7,66,66,agent,Randwyck,Randwyck,medium,2.5,3.5,do_nothing,False,False,3,635035.832865905,6592405.98568457
7,67,67,agent,Heugemerveld,SafeZone,low,5.0,1.0,evacuate,True,True,4,637314.6274379326,6592312.462903856
7,68,68,agent,Heugemerveld,SafeZone,medium,5.0,1.0,evacuate,True,True,4,637329.5049857,6592491.563122579
7,69,69,agent,Heugemerveld,Heugemerveld,high,4.5,3.5,mitigate,False,False,4,635113.7931133882,6593160.885908257
7,70,70,agent,Randwyck,Randwyck,medium,3.25,5.0,mitigate,False,False,3,634912.4828816992,6592037.566280862
7,71,71,agent,Heugemerveld,SafeZone,medium,5.0,1.0,evacuate,True,True,4,637366.7894122638,6591715.983001363
7,72,72,agent,Randwyck,SafeZone,medium,3.25,3.0,evacuate,True,True,3,637277.8480862903,6592123.956619692
7,73,73,agent,Randwyck,SafeZone,high,3.25,1.0,evacuate,True,True,3,637306.1581906821,6592441.86329937
7,74,74,agent,Randwyck,SafeZone,high,3.0,3.0,evacuate,True,True,3,637352.9723500017,6592202.882561774
7,75,75,agent,Heugem,SafeZone,medium,3.75,1.0,evacuate,True,True,3,636680.496426112,6592041.449369786
7,76,76,agent,Heugem,SafeZone,medium,4.25,3.0,evacuate,True,True,3,637523.591975676,6591702.396235787
7,77,77,agent,Randwyck,Randwyck,high,2.0,3.0,do_nothing,False,False,3,635091.9422381691,6591711.205222969
7,78,78,agent,Randwyck,Randwyck,high,2.0,3.0,do_nothing,False,False,3,635156.2612429201,6592363.951764664
7,79,79,agent,Randwyck,Randwyck,high,3.0,5.0,mitigate,False,False,3,635162.7671684077,6592190.568513626
7,80,80,agent,Randwyck,Randwyck,high,2.0,5.0,do_nothing,False,False,3,635088.2508836115,6592346.151087288
7,81,81,agent,Randwyck,Randwyck,medium,2.5,3.5,do_nothing,False,False,3,635291.2876486082,6592191.730921143
7,82,82,agent,Heugemerveld,SafeZone,low,5.0,1.0,evacuate,True,True,4,637499.0268327435,6592097.241493759
7,83,83,agent,Heugemerveld,SafeZone,medium,5.0,1.0,evacuate,True,True,4,637145.4578059707,6591942.11441742
7,84,84,agent,Heugem,Heugem,high,4.75,4.0,mitigate,False,False,3,635370.0302015252,6591028.54745813
7,85,85,agent,Heugemerveld,Heugemerveld,medium,2.0,1.5,do_nothing,False,False,4,635091.7580073384,6593127.34439092
7,86,86,agent,Randwyck,Randwyck,high,2.0,1.5,do_nothing,False,False,3,635212.2895794436,6591766.005222387
7,87,87,agent,Randwyck,Randwyck,high,1.75,1.0,do_nothing,False,False,3,634925.8940051013,6591990.82624375
7,88,88,agent,Randwyck,Randwyck,medium,3.5,4.5,mitigate,False,False,3,634891.9093681902,6592308.578026973
7,89,89,agent,Heugemerveld,Heugemerveld,medium,2.0,1.5,do_nothing,False,False,4,634973.1140855876,6593478.337988407
7,90,90,agent,Heugem,SafeZone,medium,5.0,1.0,evacuate,True,True,3,637226.6726107282,6591863.071182302
7,91,91,agent,Heugemerveld,Heugemerveld,medium,2.0,1.5,do_nothing,False,False,4,635194.8167723715,6593859.992025252
7,92,92,agent,Randwyck,Randwyck,high,2.0,1.5,do_nothing,False,False,3,635295.670008131,6592244.288099976
7,93,93,agent,Randwyck,Randwyck,high,1.75,1.0,do_nothing,False,False,3,634981.4841810158,6592193.943152261
7,94,94,agent,Randwyck,Randwyck,medium,3.5,4.5,mitigate,False,False,3,635153.4954255307,6592347.631730488
7,95,95,agent,Heugem,SafeZone,medium,5.0,1.0,evacuate,True,True,3,636874.2963340334,6592099.125052604
7,96,96,agent,Heugemerveld,SafeZone,medium,5.0,1.0,evacuate,True,True,4,636993.8912196816,6592032.517727926
7,97,97,agent,Heugemerveld,SafeZone,high,4.25,2.5,evacuate,True,True,4,637533.0648604305,6591671.775904561
7,98,98,agent,Heugemerveld,SafeZone,medium,3.0,2.0,evacuate,True,True,4,637445.3849853599,6592467.549892731
7,99,99,agent,Heugemerveld,SafeZone,medium,5.0,3.0,evacuate,True,True,4,637197.2198280152,6592469.279213929
7,100,100,agent,Heugem,Heugem,medium,5.0,5.0,mitigate,False,False,3,635377.4365384894,6591192.796858185
7,101,101,agent,Heugem,SafeZone,medium,3.0,3.0,evacuate,True,True,3,637324.7548223214,6592335.354076652
7,102,102,agent,Heugemerveld,SafeZone,medium,5.0,1.0,evacuate,True,True,4,637436.8746714985,6592383.889246608
7,103,103,agent,Heugemerveld,SafeZone,high,4.25,2.5,evacuate,True,True,4,636660.8386779211,6592422.98919295
7,104,104,agent,Heugem,SafeZone,medium,4.5,3.0,evacuate,True,True,3,637069.5392921511,6592284.315263693
7,105,105,agent,Heugemerveld,SafeZone,low,4.75,1.5,evacuate,True,True,4,637484.5498610012,6592099.668837389
7,106,106,agent,Heugemerveld,SafeZone,medium,5.0,1.0,evacuate,True,True,4,636695.2860703734,6592292.261119586
7,107,107,agent,Heugemerveld,SafeZone,high,4.25,2.5,evacuate,True,True,4,637420.7268773386,6591871.549871389
7,108,108,agent,Heugemerveld,SafeZone,medium,3.0,2.0,evacuate,True,True,4,637506.3399188139,6591952.041328431
7,109,109,agent,Heugemerveld,SafeZone,medium,5.0,3.0,evacuate,True,True,4,637339.8392530138,6592429.02867992
7,110,110,agent,Heugem,Heugem,medium,5.0,5.0,mitigate,False,False,3,635286.6288350238,6591062.716698284
7,111,111,agent,Heugem,SafeZone,medium,3.0,3.0,evacuate,True,True,3,636960.9083349165,6591939.175135688
7,112,112,agent,Heugem,SafeZone,medium,4.5,3.0,evacuate,True,True,3,637231.9843352197,6592596.788009196
7,113,113,agent,Heugemerveld,SafeZone,low,4.75,1.5,evacuate,True,True,4,637222.5589552317,6591717.909733728
7,114,114,agent,Heugem,SafeZone,medium,3.5,2.0,evacuate,True,True,3,637120.988424431,6592416.385431679
7,115,115,agent,Heugem,SafeZone,medium,3.75,2.5,evacuate,True,True,3,637490.3195084159,6592541.445801447
8,1,1,agent,Heugem,Heugem,medium,5.0,4.0,mitigate,False,False,3,635176.091350475,6590790.979470995
8,2,2,agent,Heugem,Heugem,medium,5.0,4.0,mitigate,False,False,3,634921.9488031596,6590816.187102462
8,3,3,agent,Heugemerveld,Heugemerveld,low,1.0,5.0,do_nothing,False,False,4,635020.1830438565,6593632.458044243
8,4,4,agent,Randwyck,Randwyck,medium,3.75,3.5,mitigate,False,False,3,635284.4627292048,6592305.760584425
8,5,5,agent,Randwyck,Randwyck,low,2.25,5.0,do_nothing,False,False,2,635613.7544726627,6592276.948082354
8,6,6,agent,Randwyck,SafeZone,medium,2.75,1.5,evacuate,True,True,3,636916.1506640193,6592417.462331428
8,7,7,agent,Heugemerveld,Heugemerveld,low,5.0,5.0,mitigate,False,False,4,635399.8030373805,6593880.492566072
8,8,8,agent,Heugem,Heugem,medium,2.25,3.0,do_nothing,False,False,3,635376.0833777208,6591032.149922391
8,9,9,agent,Heugem,Heugem,medium,4.0,3.5,mitigate,False,False,3,634832.9771294165,6591288.645077685
8,10,10,agent,Heugemerveld,Heugemerveld,low,5.0,5.0,mitigate,False,False,4,635294.6387820662,6593174.803105734
8,11,11,agent,Randwyck,SafeZone,medium,4.0,1.0,evacuate,True,True,3,637305.082962042,6591790.417354947
8,12,12,agent,Heugemerveld,Heugemerveld,low,1.0,5.0,do_nothing,False,False,4,634931.1393292375,6593506.696184552
8,13,13,agent,Randwyck,Randwyck,medium,3.75,3.5,mitigate,False,False,3,635137.3246003398,6592251.941706592
8,14,14,agent,Randwyck,Randwyck,low,2.25,5.0,do_nothing,False,False,2,635540.5203724857,6592017.326164299
8,15,15,agent,Randwyck,SafeZone,medium,2.75,1.5,evacuate,True,True,3,637015.037524122,6592082.240576885
8,16,16,agent,Heugemerveld,Heugemerveld,low,5.0,5.0,mitigate,False,False,4,635490.1502396492,6593494.927619863
8,17,17,agent,Heugem,Heugem,medium,2.25,3.0,do_nothing,False,False,3,634815.4319737672,6591102.454950484
8,18,18,agent,Heugem,Heugem,medium,4.0,3.5,mitigate,False,False,3,635023.593577786,6590757.450993332
8,19,19,agent,Randwyck,SafeZone,medium,4.0,1.0,evacuate,True,True,3,636807.462207427,6592481.891038132
8,20,20,agent,Heugem,Heugem,medium,5.0,3.5,mitigate,False,False,3,635258.3003807783,6591026.875440062
8,21,21,agent,Heugemerveld,SafeZone,low,4.0,1.0,evacuate,True,True,4,636897.3725008077,6592386.281932785
8,22,22,agent,Heugemerveld,SafeZone,high,5.0,2.5,evacuate,True,True,4,636707.6175226661,6592181.275391592
8,23,23,agent,Heugemerveld,SafeZone,low,5.0,2.0,evacuate,True,True,4,637466.8814478142,6591733.656919079
8,24,24,agent,Heugemerveld,SafeZone,medium,4.75,3.0,evacuate,True,True,4,637363.6516088065,6591806.042412754
8,25,25,agent,Heugem,SafeZone,high,2.75,1.0,evacuate,True,True,3,636796.2717101988,6592607.61936637
8,26,26,agent,Heugem,SafeZone,low,5.0,1.0,evacuate,True,True,2,637041.0771341115,6591811.813670372
8,27,27,agent,Heugemerveld,SafeZone,low,4.0,1.0,evacuate,True,True,4,637416.7499630655,6591839.097792147
8,28,28,agent,Heugemerveld,SafeZone,high,5.0,2.5,evacuate,True,True,4,637375.4574742378,6592221.785213368
8,29,29,agent,Heugemerveld,SafeZone,low,5.0,2.0,evacuate,True,True,4,637469.2155918657,6592002.495015018
8,30,30,agent,Heugemerveld,SafeZone,medium,4.75,3.0,evacuate,True,True,4,637542.1067974698,6591961.5745590115
8,31,31,agent,Heugem,SafeZone,high,2.75,1.0,evacuate,True,True,3,637451.99661085,6592128.094881661
8,32,32,agent,Heugem,SafeZone,low,5.0,1.0,evacuate,True,True,2,636941.8308358142,6591804.07965267
8,33,33,agent,Heugemerveld,Heugemerveld,low,3.5,3.5,mitigate,False,False,4,635197.2222343103,6593392.066505013
8,34,34,agent,Randwyck,Randwyck,medium,1.75,4.0,do_nothing,False,False,3,635550.9106802994,6592251.616595881
8,35,35,agent,Heugem,SafeZone,medium,4.25,1.0,evacuate,True,True,3,636834.9872246064,6591793.092796972
8,36,36,agent,Heugemerveld,Heugemerveld,low,3.5,3.5,mitigate,False,False,4,635584.9707373237,6593604.155993382
8,37,37,agent,Randwyck,SafeZone,low,2.5,1.0,evacuate,True,True,2,637065.8201256341,6591695.5174893355
8,38,38,agent,Heugemerveld,SafeZone,medium,4.75,1.5,evacuate,True,True,4,637023.6228662397,6591793.853658177
8,39,39,agent,Heugemerveld,Heugemerveld,low,3.5,3.5,mitigate,False,False,4,635249.1298227785,6593754.203132198
8,40,40,agent,Randwyck,Randwyck,medium,1.75,4.0,do_nothing,False,False,3,635045.778175888,6592500.734719436
8,41,41,agent,Heugem,SafeZone,medium,4.25,1.0,evacuate,True,True,3,637188.3685464594,6591917.163164499
8,42,42,agent,Randwyck,SafeZone,low,2.5,1.0,evacuate,True,True,2,636982.9178475549,6591918.5775604
8,43,43,agent,Heugemerveld,SafeZone,medium,4.75,1.5,evacuate,True,True,4,637509.3449079888,6591849.3311046595
8,44,44,agent,Randwyck,SafeZone,high,2.75,2.0,evacuate,True,True,3,636731.1494287844,6592046.35182481
8,45,45,agent,Randwyck,SafeZone,high,3.25,2.5,evacuate,True,True,3,637309.9688676279,6592108.902665205
8,46,46,agent,Heugem,SafeZone,high,4.25,3.0,evacuate,True,True,3,636711.645485889,6592473.603707
8,47,47,agent,Heugem,Heugem,high,3.75,4.0,mitigate,False,False,3,635090.7337248038,6591545.5692489045
8,48,48,agent,Randwyck,Randwyck,high,2.0,3.0,do_nothing,False,False,3,635264.6294767185,6591896.404579639
8,49,49,agent,Randwyck,SafeZone,high,2.75,2.0,evacuate,True,True,3,637006.1163259365,6591876.950979906
8,50,50,agent,Randwyck,SafeZone,high,3.25,2.5,evacuate,True,True,3,637279.603776249,6591764.656342428
8,51,51,agent,Heugem,SafeZone,high,4.25,3.0,evacuate,True,True,3,637481.8009293255,6592076.2875817865
8,52,52,agent,Heugem,Heugem,high,3.75,4.0,mitigate,False,False,3,635326.4420231463,6591050.215495074
8,53,53,agent,Randwyck,Randwyck,high,2.0,3.0,do_nothing,False,False,3,635032.5313932224,6591771.377346377
8,54,54,agent,Heugemerveld,Heugemerveld,high,4.5,3.5,mitigate,False,False,4,635713.3448597224,6593756.8500563605
8,55,55,agent,Randwyck,Randwyck,medium,3.25,5.0,mitigate,False,False,3,635171.877469783,6591765.34376616
8,56,56,agent,Heugemerveld,SafeZone,medium,5.0,1.0,evacuate,True,True,4,636925.6608681282,6592650.885974936
8,57,57,agent,Randwyck,SafeZone,medium,3.25,3.0,evacuate,True,True,3,636625.3974548118,6592577.413092977
8,58,58,agent,Randwyck,SafeZone,high,3.25,1.0,evacuate,True,True,3,637065.7089002769,6591830.993510208
8,59,59,agent,Randwyck,SafeZone,high,3.0,3.0,evacuate,True,True,3,637160.9561498557,6591682.190583155
8,60,60,agent,Heugem,SafeZone,medium,3.75,1.0,evacuate,True,True,3,636707.4351490884,6592047.878090138
8,61,61,agent,Heugem,SafeZone,medium,4.25,3.0,evacuate,True,True,3,637127.3662960809,6592119.7123917015
8,62,62,agent,Randwyck,Randwyck,high,2.0,3.0,do_nothing,False,False,3,635274.816095238,6591877.407289405
8,63,63,agent,Randwyck,Randwyck,high,2.0,3.0,do_nothing,False,False,3,634907.2263085749,6592093.70176958
8,64,64,agent,Randwyck,Randwyck,high,3.0,5.0,do_nothing,False,False,3,634996.4921472904,6591807.569813439
8,65,65,agent,Randwyck,Randwyck,high,2.0,5.0,do_nothing,False,False,3,634963.5496316125,6592048.5201038355
8,66,66,agent,Randwyck,Randwyck,medium,2.5,3.5,do_nothing,False,False,3,635035.832865905,6592405.98568457
8,67,67,agent,Heugemerveld,SafeZone,low,5.0,1.0,evacuate,True,True,4,637314.6274379326,6592312.462903856
8,68,68,agent,Heugemerveld,SafeZone,medium,5.0,1.0,evacuate,True,True,4,637329.5049857,6592491.563122579
8,69,69,agent,Heugemerveld,Heugemerveld,high,4.5,3.5,mitigate,False,False,4,635113.7931133882,6593160.885908257
8,70,70,agent,Randwyck,Randwyck,medium,3.25,5.0,mitigate,False,False,3,634912.4828816992,6592037.566280862
8,71,71,agent,Heugemerveld,SafeZone,medium,5.0,1.0,evacuate,True,True,4,637366.7894122638,6591715.983001363
8,72,72,agent,Randwyck,SafeZone,medium,3.25,3.0,evacuate,True,True,3,637277.8480862903,6592123.956619692
8,73,73,agent,Randwyck,SafeZone,high,3.25,1.0,evacuate,True,True,3,637306.1581906821,6592441.86329937
8,74,74,agent,Randwyck,SafeZone,high,3.0,3.0,evacuate,True,True,3,637352.9723500017,6592202.882561774
8,75,75,agent,Heugem,SafeZone,medium,3.75,1.0,evacuate,True,True,3,636680.496426112,6592041.449369786
8,76,76,agent,Heugem,SafeZone,medium,4.25,3.0,evacuate,True,True,3,637523.591975676,6591702.396235787
8,77,77,agent,Randwyck,Randwyck,high,2.0,3.0,do_nothing,False,False,3,635091.9422381691,6591711.205222969
8,78,78,agent,Randwyck,Randwyck,high,2.0,3.0,do_nothing,False,False,3,635156.2612429201,6592363.951764664
8,79,79,agent,Randwyck,Randwyck,high,3.0,5.0,do_nothing,False,False,3,635162.7671684077,6592190.568513626
8,80,80,agent,Randwyck,Randwyck,high,2.0,5.0,do_nothing,False,False,3,635088.2508836115,6592346.151087288
8,81,81,agent,Randwyck,Randwyck,medium,2.5,3.5,do_nothing,False,False,3,635291.2876486082,6592191.730921143
8,82,82,agent,Heugemerveld,SafeZone,low,5.0,1.0,evacuate,True,True,4,637499.0268327435,6592097.241493759
8,83,83,agent,Heugemerveld,SafeZone,medium,5.0,1.0,evacuate,True,True,4,637145.4578059707,6591942.11441742
8,84,84,agent,Heugem,Heugem,high,4.75,4.0,mitigate,False,False,3,635370.0302015252,6591028.54745813
8,85,85,agent,Heugemerveld,Heugemerveld,medium,2.0,1.5,do_nothing,False,False,4,635091.7580073384,6593127.34439092
8,86,86,agent,Randwyck,Randwyck,high,2.0,1.5,do_nothing,False,False,3,635212.2895794436,6591766.005222387
8,87,87,agent,Randwyck,Randwyck,high,1.75,1.0,do_nothing,False,False,3,634925.8940051013,6591990.82624375
8,88,88,agent,Randwyck,Randwyck,medium,3.5,4.5,mitigate,False,False,3,634891.9093681902,6592308.578026973
8,89,89,agent,Heugemerveld,Heugemerveld,medium,2.0,1.5,do_nothing,False,False,4,634973.1140855876,6593478.337988407
8,90,90,agent,Heugem,SafeZone,medium,5.0,1.0,evacuate,True,True,3,637226.6726107282,6591863.071182302
8,91,91,agent,Heugemerveld,Heugemerveld,medium,2.0,1.5,do_nothing,False,False,4,635194.8167723715,6593859.992025252
8,92,92,agent,Randwyck,Randwyck,high,2.0,1.5,do_nothing,False,False,3,635295.670008131,6592244.288099976
8,93,93,agent,Randwyck,Randwyck,high,1.75,1.0,do_nothing,False,False,3,634981.4841810158,6592193.943152261
8,94,94,agent,Randwyck,Randwyck,medium,3.5,4.5,mitigate,False,False,3,635153.4954255307,6592347.631730488
8,95,95,agent,Heugem,SafeZone,medium,5.0,1.0,evacuate,True,True,3,636874.2963340334,6592099.125052604
8,96,96,agent,Heugemerveld,SafeZone,medium,5.0,1.0,evacuate,True,True,4,636993.8912196816,6592032.517727926
8,97,97,agent,Heugemerveld,SafeZone,high,4.25,2.5,evacuate,True,True,4,637533.0648604305,6591671.775904561
8,98,98,agent,Heugemerveld,SafeZone,medium,3.0,2.0,evacuate,True,True,4,637445.3849853599,6592467.549892731
8,99,99,agent,Heugemerveld,SafeZone,medium,5.0,3.0,evacuate,True,True,4,637197.2198280152,6592469.279213929
8,100,100,agent,Heugem,Heugem,medium,5.0,5.0,mitigate,False,False,3,635377.4365384894,6591192.796858185
8,101,101,agent,Heugem,SafeZone,medium,3.0,3.0,evacuate,True,True,3,637324.7548223214,6592335.354076652
8,102,102,agent,Heugemerveld,SafeZone,medium,5.0,1.0,evacuate,True,True,4,637436.8746714985,6592383.889246608
8,103,103,agent,Heugemerveld,SafeZone,high,4.25,2.5,evacuate,True,True,4,636660.8386779211,6592422.98919295
8,104,104,agent,Heugem,SafeZone,medium,4.5,3.0,evacuate,True,True,3,637069.5392921511,6592284.315263693
8,105,105,agent,Heugemerveld,SafeZone,low,4.75,1.5,evacuate,True,True,4,637484.5498610012,6592099.668837389
8,106,106,agent,Heugemerveld,SafeZone,medium,5.0,1.0,evacuate,True,True,4,636695.2860703734,6592292.261119586
8,107,107,agent,Heugemerveld,SafeZone,high,4.25,2.5,evacuate,True,True,4,637420.7268773386,6591871.549871389
8,108,108,agent,Heugemerveld,SafeZone,medium,3.0,2.0,evacuate,True,True,4,637506.3399188139,6591952.041328431
8,109,109,agent,Heugemerveld,SafeZone,medium,5.0,3.0,evacuate,True,True,4,637339.8392530138,6592429.02867992
8,110,110,agent,Heugem,Heugem,medium,5.0,5.0,mitigate,False,False,3,635286.6288350238,6591062.716698284
8,111,111,agent,Heugem,SafeZone,medium,3.0,3.0,evacuate,True,True,3,636960.9083349165,6591939.175135688
8,112,112,agent,Heugem,SafeZone,medium,4.5,3.0,evacuate,True,True,3,637231.9843352197,6592596.788009196
8,113,113,agent,Heugemerveld,SafeZone,low,4.75,1.5,evacuate,True,True,4,637222.5589552317,6591717.909733728
8,114,114,agent,Heugem,SafeZone,medium,3.5,2.0,evacuate,True,True,3,637120.988424431,6592416.385431679
8,115,115,agent,Heugem,SafeZone,medium,3.75,2.5,evacuate,True,True,3,637490.3195084159,6592541.445801447
9,1,1,agent,Heugem,Heugem,medium,5.0,4.0,mitigate,False,False,3,635176.091350475,6590790.979470995
9,2,2,agent,Heugem,Heugem,medium,5.0,4.0,mitigate,False,False,3,634921.9488031596,6590816.187102462
9,3,3,agent,Heugemerveld,Heugemerveld,low,1.0,5.0,do_nothing,False,False,4,635020.1830438565,6593632.458044243
9,4,4,agent,Randwyck,Randwyck,medium,3.75,3.5,mitigate,False,False,3,635284.4627292048,6592305.760584425
9,5,5,agent,Randwyck,Randwyck,low,2.25,5.0,do_nothing,False,False,2,635613.7544726627,6592276.948082354
9,6,6,agent,Randwyck,SafeZone,medium,2.75,1.5,evacuate,True,True,3,636916.1506640193,6592417.462331428
9,7,7,agent,Heugemerveld,Heugemerveld,low,5.0,5.0,mitigate,False,False,4,635399.8030373805,6593880.492566072
9,8,8,agent,Heugem,Heugem,medium,2.25,3.0,do_nothing,False,False,3,635376.0833777208,6591032.149922391
9,9,9,agent,Heugem,Heugem,medium,4.0,3.5,mitigate,False,False,3,634832.9771294165,6591288.645077685
9,10,10,agent,Heugemerveld,Heugemerveld,low,5.0,5.0,mitigate,False,False,4,635294.6387820662,6593174.803105734
9,11,11,agent,Randwyck,SafeZone,medium,4.0,1.0,evacuate,True,True,3,637305.082962042,6591790.417354947
9,12,12,agent,Heugemerveld,Heugemerveld,low,1.0,5.0,do_nothing,False,False,4,634931.1393292375,6593506.696184552
9,13,13,agent,Randwyck,Randwyck,medium,3.75,3.5,mitigate,False,False,3,635137.3246003398,6592251.941706592
9,14,14,agent,Randwyck,Randwyck,low,2.25,5.0,do_nothing,False,False,2,635540.5203724857,6592017.326164299
9,15,15,agent,Randwyck,SafeZone,medium,2.75,1.5,evacuate,True,True,3,637015.037524122,6592082.240576885
9,16,16,agent,Heugemerveld,Heugemerveld,low,5.0,5.0,mitigate,False,False,4,635490.1502396492,6593494.927619863
9,17,17,agent,Heugem,Heugem,medium,2.25,3.0,do_nothing,False,False,3,634815.4319737672,6591102.454950484
9,18,18,agent,Heugem,Heugem,medium,4.0,3.5,mitigate,False,False,3,635023.593577786,6590757.450993332
9,19,19,agent,Randwyck,SafeZone,medium,4.0,1.0,evacuate,True,True,3,636807.462207427,6592481.891038132
9,20,20,agent,Heugem,Heugem,medium,5.0,3.5,mitigate,False,False,3,635258.3003807783,6591026.875440062
9,21,21,agent,Heugemerveld,SafeZone,low,4.0,1.0,evacuate,True,True,4,636897.3725008077,6592386.281932785
9,22,22,agent,Heugemerveld,SafeZone,high,5.0,2.5,evacuate,True,True,4,636707.6175226661,6592181.275391592
9,23,23,agent,Heugemerveld,SafeZone,low,5.0,2.0,evacuate,True,True,4,637466.8814478142,6591733.656919079
9,24,24,agent,Heugemerveld,SafeZone,medium,4.75,3.0,evacuate,True,True,4,637363.6516088065,6591806.042412754
9,25,25,agent,Heugem,SafeZone,high,2.75,1.0,evacuate,True,True,3,636796.2717101988,6592607.61936637
9,26,26,agent,Heugem,SafeZone,low,5.0,1.0,evacuate,True,True,2,637041.0771341115,6591811.813670372
9,27,27,agent,Heugemerveld,SafeZone,low,4.0,1.0,evacuate,True,True,4,637416.7499630655,6591839.097792147
9,28,28,agent,Heugemerveld,SafeZone,high,5.0,2.5,evacuate,True,True,4,637375.4574742378,6592221.785213368
9,29,29,agent,Heugemerveld,SafeZone,low,5.0,2.0,evacuate,True,True,4,637469.2155918657,6592002.495015018
9,30,30,agent,Heugemerveld,SafeZone,medium,4.75,3.0,evacuate,True,True,4,637542.1067974698,6591961.5745590115
9,31,31,agent,Heugem,SafeZone,high,2.75,1.0,evacuate,True,True,3,637451.99661085,6592128.094881661
9,32,32,agent,Heugem,SafeZone,low,5.0,1.0,evacuate,True,True,2,636941.8308358142,6591804.07965267
9,33,33,agent,Heugemerveld,Heugemerveld,low,3.5,3.5,mitigate,False,False,4,635197.2222343103,6593392.066505013
9,34,34,agent,Randwyck,Randwyck,medium,1.75,4.0,do_nothing,False,False,3,635550.9106802994,6592251.616595881
9,35,35,agent,Heugem,SafeZone,medium,4.25,1.0,evacuate,True,True,3,636834.9872246064,6591793.092796972
9,36,36,agent,Heugemerveld,Heugemerveld,low,3.5,3.5,mitigate,False,False,4,635584.9707373237,6593604.155993382
9,37,37,agent,Randwyck,SafeZone,low,2.5,1.0,evacuate,True,True,2,637065.8201256341,6591695.5174893355
9,38,38,agent,Heugemerveld,SafeZone,medium,4.75,1.5,evacuate,True,True,4,637023.6228662397,6591793.853658177
9,39,39,agent,Heugemerveld,Heugemerveld,low,3.5,3.5,mitigate,False,False,4,635249.1298227785,6593754.203132198
9,40,40,agent,Randwyck,Randwyck,medium,1.75,4.0,do_nothing,False,False,3,635045.778175888,6592500.734719436
9,41,41,agent,Heugem,SafeZone,medium,4.25,1.0,evacuate,True,True,3,637188.3685464594,6591917.163164499
9,42,42,agent,Randwyck,SafeZone,low,2.5,1.0,evacuate,True,True,2,636982.9178475549,6591918.5775604
9,43,43,agent,Heugemerveld,SafeZone,medium,4.75,1.5,evacuate,True,True,4,637509.3449079888,6591849.3311046595
9,44,44,agent,Randwyck,SafeZone,high,2.75,2.0,evacuate,True,True,3,636731.1494287844,6592046.35182481
9,45,45,agent,Randwyck,SafeZone,high,3.25,2.5,evacuate,True,True,3,637309.9688676279,6592108.902665205
9,46,46,agent,Heugem,SafeZone,high,4.25,3.0,evacuate,True,True,3,636711.645485889,6592473.603707
9,47,47,agent,Heugem,Heugem,high,3.75,4.0,mitigate,False,False,3,635090.7337248038,6591545.5692489045
9,48,48,agent,Randwyck,Randwyck,high,2.0,3.0,do_nothing,False,False,3,635264.6294767185,6591896.404579639
